[20:55:09] [main/INFO]: ModLauncher running: args [--username, Fast_xiang, --version, 异界随行诗0.57, --gameDir, /storage/emulated/0/minecraft/versions/异界随行诗0.57, --assetsDir, /storage/emulated/0/minecraft/assets, --assetIndex, 5, --uuid, 3194f9fea6f93118be8b70008ebfef87, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, msa, --versionType, Fold Craft Launcher, --width, 2320, --height, 1080, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.6, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[20:55:09] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.10-internal by N/A; OS Linux arch aarch64 version Android-12
[20:55:18] [main/INFO]: Found mod file rhino-forge-2001.2.3-build.10.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file riding_partners-forge-1.0.0.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file RSInfinityBooster-1.20.1-1.0+41.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file rubidium-extra-0.5.4.4+mc1.20.1-build.131.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file sdm_economy-forge-1.20.1-1.7.5.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file sdm_ui_lib-forge-1.20.1-1.8.3.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file SDMCore-forge-1.20.1-2.1.1.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file sdmshoprework-forge-1.20.1-6.10.2.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file smartcrafter-0.2.0.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file sodiumdynamiclights-forge-1.0.10-1.20.1.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file sophisticatedbackpacks-1.20.1-3.23.6.1211.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file sophisticatedcore-1.20.1-1.2.23.902.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file spacecatcustomprofessions-forge-20.4.0.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file spark-1.10.53-forge.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file stardew_fishing-3.2-1.20.1.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file tacz-1.20.1-1.1.5.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file tarotcards-1.20-1.7.0.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file TConstruct-1.20.1-3.10.2.92.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file TerraBlender-forge-1.20.1-3.0.1.10.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file titanium-1.20.1-3.8.32.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file touhoulittlemaid-1.4.0-forge+mc1.20.1.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file trade-cycling-forge-1.20.1-1.0.17.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file transmog-forge-1.3.0+1.20.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file trashslot-forge-1.20-15.1.2.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file uma_maid-1.0.5.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file umapyoi-1.10.62-1.20.1.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file visual_keybinder-1.20.1 - 0.1.7.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file watut-forge-1.20.1-1.2.3.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file waystones-forge-1.20.1-14.1.11.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file weaponmaster-1.4.3-1.20.1.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file Xaeros_Minimap_25.2.0_Forge_1.20.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file XaerosWorldMap_1.39.4_Forge_1.20.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file YiRanVersionCheck-1.0.1.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/INFO]: Found mod file youkaishomecoming-2.3.5.jar of type MOD with provider {mods folder locator at /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods}
[20:55:18] [main/WARN]: Mod file /storage/emulated/0/minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.4.6/fmlcore-1.20.1-47.4.6.jar is missing mods.toml file
[20:55:18] [main/WARN]: Mod file /storage/emulated/0/minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.4.6/javafmllanguage-1.20.1-47.4.6.jar is missing mods.toml file
[20:55:18] [main/WARN]: Mod file /storage/emulated/0/minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.4.6/lowcodelanguage-1.20.1-47.4.6.jar is missing mods.toml file
[20:55:18] [main/WARN]: Mod file /storage/emulated/0/minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.4.6/mclanguage-1.20.1-47.4.6.jar is missing mods.toml file
[20:55:18] [main/INFO]: Found mod file fmlcore-1.20.1-47.4.6.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@43a0a32d
[20:55:18] [main/INFO]: Found mod file javafmllanguage-1.20.1-47.4.6.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@43a0a32d
[20:55:18] [main/INFO]: Found mod file lowcodelanguage-1.20.1-47.4.6.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@43a0a32d
[20:55:18] [main/INFO]: Found mod file mclanguage-1.20.1-47.4.6.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@43a0a32d
[20:55:18] [main/INFO]: Found mod file client-1.20.1-20230612.114412-srg.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@43a0a32d
[20:55:18] [main/INFO]: Found mod file forge-1.20.1-47.4.6-universal.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@43a0a32d
[20:55:19] [main/WARN]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[20:55:19] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: l2library. Using Mod File: /storage/emulated/0/minecraft/versions/异界随行诗0.57/mods/l2library-2.5.0.jar
[20:55:19] [main/INFO]: Found 75 dependencies adding them to mods collection
[20:55:19] [main/INFO]: Found mod file fabric-transfer-api-v1-3.3.5+631c9cd677.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-dimensions-v1-2.1.54+8005d10d77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file kuma-api-forge-20.1.8+1.20.1.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-renderer-api-v1-3.2.1+cf68abbe77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file l2tabs-0.3.3.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file kfflang-4.11.0.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file Ponder-Forge-1.20.1-1.0.52.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-item-api-v1-2.1.28+4d0bbcfa77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-model-loading-api-v1-1.0.3+6274ab9d77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file jheaps-0.14.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-rendering-fluids-v1-3.0.28+4ac5e37a77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-screen-handler-api-v1-1.3.30+561530ec77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-models-v0-0.4.2+7c3892a477.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-resource-loader-v0-0.11.10+bcd08ed377.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file mclib-20.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-rendering-v1-3.0.8+66e9a48f77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-renderer-indigo-1.5.2+b5b2da4177.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-loader-2.6.0+0.15.0+1.20.1-full.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-convention-tags-v1-1.5.5+fa3d1c0177.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file apfloat-1.10.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-mining-level-api-v1-2.1.50+561530ec77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-command-api-v1-1.2.34+f71b366f77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-block-view-api-v2-1.0.1+0767707077.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file MixinExtras-0.4.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-command-api-v2-2.2.13+561530ec77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-data-attachment-api-v1-1.0.0+30ef839e77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file l2screentracker-0.1.4.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file luaj-jse-3.0.8-figura.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file mixinextras-forge-0.2.0-rc.2.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file l2modularblock-1.1.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-screen-api-v1-2.0.8+45a670a577.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file animated-gif-lib-for-java-animated-gif-lib-1.7.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-particles-v1-1.1.2+78e1ecb877.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file puzzlesaccessapi-forge-20.1.1.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file l2damagetracker-0.3.7.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-content-registries-v0-4.0.11+a670df1e77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-transitive-access-wideners-v1-4.3.1+1880499877.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file NanoLiveConfig-1.2.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file bcel-6.6.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-game-rule-api-v1-1.0.40+683d4da877.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-api-base-0.4.31+ef105b4977.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-api-lookup-api-v1-1.6.36+67f9824077.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-blockrenderlayer-v1-1.1.41+1d0da21e77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file l2harvester-0.1.0.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file Registrate-MC1.20-1.3.11.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-block-api-v1-1.0.11+0e6cb7f777.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file fabric-resource-conditions-api-v1-2.3.8+9e342fc177.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file maidsoulkitchen_legacy-1.20.1-alpha-v0.2.5-all.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file kffmod-4.11.0.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
[20:55:19] [main/INFO]: Found mod file kfflib-4.11.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@2ceee4b6
